time_ms,setpoint_rpm,rpm,pwm
23500,0.0,0.0,0
23550,0.0,1.112,0
23600,0.0,3.715,0
23650,0.0,0.0,0
23700,0.0,6.383,0
23750,0.0,0.0,0
23800,0.0,0.038,0
23850,0.0,15.586,0
23900,0.0,1.338,0
23950,0.0,8.599,0
24000,0.0,3.485,0
24050,0.0,0.0,0
24100,0.0,0.0,0
24150,0.0,0.0,0
24200,0.0,2.582,0
24250,0.0,0.0,0
24300,0.0,3.994,0
24350,0.0,6.512,0
24400,0.0,2.199,0
24450,0.0,0.0,0
24500,0.0,2.724,0
24550,0.0,0.0,0
24600,0.0,5.613,0
24650,0.0,0.0,0
24700,0.0,0.0,0
24750,0.0,0.0,0
24800,0.0,0.0,0
24850,0.0,8.183,0
24900,0.0,5.371,0
24950,0.0,0.0,0
25000,0.0,0.0,0
25050,0.0,0.0,0
25100,0.0,0.0,0
25150,0.0,14.522,0
25200,0.0,2.609,0
25250,0.0,0.0,0
25300,0.0,2.79,0
25350,0.0,0.0,0
25400,0.0,0.0,0
25450,0.0,0.597,0
25500,0.0,0.0,0
25550,0.0,4.745,0
25600,0.0,2.068,0
25650,0.0,4.01,0
25700,0.0,0.0,0
25750,0.0,5.387,0
25800,0.0,9.774,0
25850,0.0,0.0,0
25900,0.0,0.0,0
25950,0.0,8.015,0
26000,0.0,0.0,0
26050,0.0,8.423,0
26100,0.0,0.0,0
26150,0.0,8.73,0
26200,0.0,0.789,0
26250,0.0,1.549,0
26300,0.0,9.388,0
26350,0.0,0.0,0
26400,0.0,0.0,0
26450,0.0,0.0,0
26500,0.0,2.714,0
26550,0.0,0.0,0
26600,0.0,3.825,0
26650,0.0,0.0,0
26700,0.0,6.887,0
26750,0.0,0.0,0
26800,0.0,0.0,0
26850,0.0,0.0,0
26900,0.0,0.0,0
26950,0.0,1.486,0
27000,0.0,0.0,0
27050,0.0,0.0,0
27100,0.0,0.0,0
27150,0.0,1.22,0
27200,0.0,0.0,0
27250,0.0,4.241,0
27300,0.0,3.976,0
27350,0.0,2.31,0
27400,0.0,3.339,0
27450,0.0,1.779,0
27500,0.0,12.21,0
27550,0.0,0.0,0
27600,0.0,0.0,0
27650,0.0,0.0,0
27700,0.0,0.0,0
27750,0.0,0.0,0
27800,0.0,0.0,0
27850,0.0,0.0,0
27900,0.0,2.006,0
27950,0.0,0.307,0
28000,0.0,0.0,0
28050,0.0,5.401,0
28100,0.0,4.436,0
28150,0.0,0.0,0
28200,0.0,0.0,0
28250,0.0,3.291,0
28300,0.0,1.128,0
28350,0.0,0.0,0
28400,0.0,0.0,0
28450,0.0,1.572,0
28500,0.0,0.0,0
28550,0.0,1.139,0
28600,0.0,0.0,0
28650,0.0,8.017,0
28700,0.0,7.488,0
28750,0.0,0.0,0
28800,0.0,2.181,0
28850,0.0,0.0,0
28900,0.0,0.0,0
28950,0.0,0.0,0
29000,0.0,0.0,0
29050,0.0,4.286,0
29100,0.0,11.984,0
29150,0.0,0.0,0
29200,0.0,0.0,0
29250,0.0,1.413,0
29300,0.0,9.667,0
29350,0.0,0.0,0
29400,0.0,1.494,0
29450,0.0,10.928,0
29500,0.0,0.0,0
29550,0.0,0.0,0
29600,0.0,0.0,0
29650,0.0,0.0,0
29700,0.0,4.876,0
29750,0.0,1.45,0
29800,0.0,0.0,0
29850,0.0,3.092,0
29900,0.0,0.0,0
29950,0.0,7.647,0
30000,250.0,0.0,20
30050,250.0,0.0,35
30100,250.0,9.622,47
30150,250.0,22.301,56
30200,250.0,34.553,64
30250,250.0,37.795,76
30300,250.0,70.773,75
30350,250.0,77.68,83
30400,250.0,103.227,83
30450,250.0,108.641,90
30500,250.0,136.467,87
30550,250.0,141.711,91
30600,250.0,151.755,94
30650,250.0,176.263,90
30700,250.0,182.207,92
30750,250.0,185.577,94
30800,250.0,206.238,90
30850,250.0,200.014,95
30900,250.0,209.698,94
30950,250.0,216.496,93
31000,250.0,215.284,96
31050,250.0,226.831,93
31100,250.0,223.62,96
31150,250.0,228.236,96
31200,250.0,242.212,91
31250,250.0,228.195,97
31300,250.0,223.249,101
31350,250.0,252.171,91
31400,250.0,256.994,88
31450,250.0,237.103,96
31500,250.0,229.982,100
31550,250.0,243.475,96
31600,250.0,244.861,95
31650,250.0,246.011,95
31700,250.0,240.961,98
31750,250.0,253.01,93
31800,250.0,251.849,93
31850,250.0,239.024,99
31900,250.0,254.517,93
31950,250.0,261.695,90
32000,250.0,245.075,96
32050,250.0,246.909,95
32100,250.0,251.534,94
32150,250.0,237.042,99
32200,250.0,250.485,95
32250,250.0,246.989,96
32300,250.0,260.761,91
32350,250.0,246.493,96
32400,250.0,258.144,91
32450,250.0,239.598,98
32500,250.0,251.503,94
32550,250.0,249.46,95
32600,250.0,242.442,98
32650,250.0,250.274,95
32700,250.0,256.359,93
32750,250.0,246.062,96
32800,250.0,238.385,100
32850,250.0,250.831,95
32900,250.0,245.15,98
32950,250.0,249.649,96
33000,250.0,251.217,95
33050,250.0,240.99,100
33100,250.0,243.547,99
33150,250.0,257.375,94
33200,250.0,249.981,96
33250,250.0,237.531,101
33300,250.0,259.889,93
33350,250.0,254.863,95
33400,250.0,248.246,97
33450,250.0,245.0,98
33500,250.0,258.721,93
33550,250.0,254.062,94
33600,250.0,265.256,90
33650,250.0,250.676,95
33700,250.0,250.506,95
33750,250.0,247.199,96
33800,250.0,253.606,94
33850,250.0,251.916,94
33900,250.0,255.213,93
33950,250.0,243.692,97
34000,250.0,245.395,97
34050,250.0,246.151,97
34100,250.0,254.643,93
34150,250.0,257.692,92
34200,250.0,244.438,97
34250,250.0,245.777,97
34300,250.0,251.182,95
34350,250.0,247.685,96
34400,250.0,255.239,93
34450,250.0,234.873,101
34500,250.0,246.331,97
34550,250.0,247.146,97
34600,250.0,238.389,101
34650,250.0,248.876,97
34700,250.0,249.235,97
34750,250.0,253.577,96
34800,250.0,261.025,92
34850,250.0,250.56,96
34900,250.0,245.802,98
34950,250.0,252.581,95
35000,250.0,258.561,93
35050,250.0,244.876,98
35100,250.0,246.383,97
35150,250.0,255.667,94
35200,250.0,249.931,96
35250,250.0,255.213,94
35300,250.0,250.331,95
35350,250.0,254.326,94
35400,250.0,243.164,98
35450,250.0,250.61,95
35500,250.0,249.083,96
35550,250.0,243.249,98
35600,250.0,242.305,99
35650,250.0,257.265,94
35700,250.0,249.87,96
35750,250.0,245.807,98
35800,250.0,252.305,95
35850,250.0,259.0,93
35900,250.0,237.018,101
35950,250.0,244.299,99
36000,250.0,248.979,97
36050,250.0,263.371,91
36100,250.0,253.459,95
36150,250.0,255.877,93
36200,250.0,243.04,98
36250,250.0,244.4,98
36300,250.0,254.863,94
36350,250.0,251.491,95
36400,250.0,254.032,94
36450,250.0,248.783,96
36500,250.0,251.838,95
36550,250.0,250.855,95
36600,250.0,254.348,94
36650,250.0,253.844,94
36700,250.0,238.701,100
36750,250.0,237.353,101
36800,250.0,259.405,93
36850,250.0,258.825,92
36900,250.0,243.636,98
36950,250.0,239.854,100
37000,250.0,253.654,95
37050,250.0,257.969,93
37100,250.0,261.618,91
37150,250.0,251.629,94
37200,250.0,245.786,97
37250,250.0,243.674,98
37300,250.0,250.459,95
37350,250.0,248.3,96
37400,250.0,244.239,98
37450,250.0,263.794,90
37500,250.0,259.329,91
37550,250.0,253.45,93
37600,250.0,240.378,98
37650,250.0,252.838,94
37700,250.0,251.148,94
37750,250.0,249.625,95
37800,250.0,254.662,93
37850,250.0,250.171,94
37900,250.0,250.594,94
37950,250.0,249.8,95
38000,250.0,248.359,95
38050,250.0,235.901,100
38100,250.0,249.781,95
38150,250.0,245.806,97
38200,250.0,242.32,99
38250,250.0,261.795,91
38300,250.0,259.652,91
38350,250.0,255.354,93
38400,250.0,247.92,95
38450,250.0,254.769,93
38500,250.0,246.004,96
38550,250.0,247.977,95
38600,250.0,240.423,99
38650,250.0,251.502,95
38700,250.0,249.369,95
38750,250.0,241.094,99
38800,250.0,250.464,96
38850,250.0,250.43,96
38900,250.0,261.811,91
38950,250.0,254.062,93
39000,250.0,247.741,96
39050,250.0,249.745,95
39100,250.0,248.528,95
39150,250.0,247.055,96
39200,250.0,242.272,98
39250,250.0,249.256,96
39300,250.0,245.909,97
39350,250.0,243.562,99
39400,250.0,255.685,94
39450,250.0,253.866,94
39500,250.0,239.857,100
39550,250.0,251.95,96
39600,250.0,258.524,93
39650,250.0,257.33,93
39700,250.0,255.78,93
39750,250.0,248.701,95
39800,250.0,243.378,98
39850,250.0,243.387,98
39900,250.0,253.191,94
39950,250.0,252.514,95
40000,250.0,256.566,93
40050,250.0,245.789,97
40100,250.0,238.038,100
40150,250.0,244.029,98
40200,250.0,246.715,98
40250,250.0,243.742,99
40300,250.0,241.552,100
40350,250.0,247.046,99
40400,250.0,242.487,101
40450,250.0,242.638,101
40500,250.0,249.042,99
40550,250.0,244.508,101
40600,250.0,249.079,99
40650,250.0,248.938,99
40700,250.0,240.191,103
40750,250.0,245.729,101
40800,250.0,257.695,97
40850,250.0,240.661,103
40900,250.0,236.436,106
40950,250.0,240.619,105
41000,250.0,253.784,100
41050,250.0,253.078,100
41100,250.0,251.572,100
41150,250.0,259.036,97
41200,250.0,233.896,107
41250,250.0,255.304,99
41300,250.0,261.222,96
41350,250.0,242.799,103
41400,250.0,248.514,101
41450,250.0,246.416,102
41500,250.0,246.143,103
41550,250.0,250.5,101
41600,250.0,260.925,97
41650,250.0,261.48,96
41700,250.0,246.353,101
41750,250.0,260.285,96
41800,250.0,247.21,101
41850,250.0,258.201,96
41900,250.0,245.428,101
41950,250.0,247.601,100
42000,250.0,249.261,100
42050,250.0,266.359,93
42100,250.0,249.393,99
42150,250.0,240.201,103
42200,250.0,252.217,98
42250,250.0,243.634,102
42300,250.0,244.175,102
42350,250.0,253.686,98
42400,250.0,247.561,101
42450,250.0,249.675,100
42500,250.0,248.171,101
42550,250.0,250.634,100
42600,250.0,251.161,99
42650,250.0,236.531,105
42700,250.0,254.491,99
42750,250.0,243.872,103
42800,250.0,242.309,104
42850,250.0,252.094,100
42900,250.0,252.398,100
42950,250.0,247.261,102
43000,250.0,256.914,98
43050,250.0,242.488,104
43100,250.0,249.641,101
43150,250.0,248.53,102
43200,250.0,252.178,100
43250,250.0,253.578,100
43300,250.0,245.384,103
43350,250.0,256.737,98
43400,250.0,251.315,100
43450,250.0,239.25,105
43500,250.0,240.84,105
43550,250.0,254.222,100
43600,250.0,252.155,101
43650,250.0,252.617,100
43700,250.0,252.406,100
43750,250.0,253.358,100
43800,250.0,257.202,98
43850,250.0,243.521,103
43900,250.0,244.294,103
43950,250.0,245.741,103
44000,250.0,254.87,100
44050,250.0,259.956,97
44100,250.0,247.976,101
44150,250.0,235.727,107
44200,250.0,243.394,104
44250,250.0,249.722,102
44300,250.0,251.409,101
44350,250.0,251.88,101
44400,250.0,254.197,100
44450,250.0,251.327,101
44500,250.0,259.29,98
44550,250.0,247.398,102
44600,250.0,246.782,102
44650,250.0,255.259,99
44700,250.0,242.174,104
44750,250.0,255.148,99
44800,250.0,252.367,100
44850,250.0,250.415,101
44900,250.0,260.898,97
44950,250.0,245.872,102
45000,250.0,262.732,95
45050,250.0,246.487,101
45100,250.0,240.74,104
45150,250.0,250.67,100
45200,250.0,243.556,103
45250,250.0,246.665,102
45300,250.0,254.099,99
45350,250.0,254.148,99
45400,250.0,246.309,102
45450,250.0,256.669,98
45500,250.0,256.471,98
45550,250.0,257.1,97
45600,250.0,250.308,100
45650,250.0,255.52,97
45700,250.0,234.868,105
45750,250.0,246.87,101
45800,250.0,244.004,103
45850,250.0,251.199,100
45900,250.0,246.784,102
45950,250.0,249.895,101
46000,250.0,262.311,96
46050,250.0,247.832,101
46100,250.0,251.751,100
46150,250.0,247.778,101
46200,250.0,249.998,100
46250,250.0,249.443,101
46300,250.0,252.436,99
46350,250.0,256.117,98
46400,250.0,258.023,97
46450,250.0,248.695,100
46500,250.0,250.625,99
46550,250.0,239.941,103
46600,250.0,247.934,101
46650,250.0,254.577,98
46700,250.0,253.171,99
46750,250.0,248.877,100
46800,250.0,253.066,98
46850,250.0,249.902,100
46900,250.0,254.393,98
46950,250.0,248.216,100
47000,250.0,244.647,102
47050,250.0,249.965,100
47100,250.0,230.458,108
47150,250.0,254.06,99
47200,250.0,228.963,109
47250,250.0,244.287,104
47300,250.0,258.297,99
47350,250.0,256.997,99
47400,250.0,245.91,103
47450,250.0,249.364,102
47500,250.0,262.05,97
47550,250.0,248.808,101
47600,250.0,265.179,95
47650,250.0,248.986,100
47700,250.0,251.388,100
47750,250.0,258.591,96
47800,250.0,247.812,100
47850,250.0,241.235,103
47900,250.0,248.148,101
47950,250.0,249.017,101
48000,250.0,248.06,101
48050,250.0,248.033,101
48100,250.0,260.51,96
48150,250.0,254.856,98
48200,250.0,253.657,98
48250,250.0,255.321,97
48300,250.0,257.327,96
48350,250.0,259.228,95
48400,250.0,248.644,99
48450,250.0,249.587,98
48500,250.0,263.001,93
48550,250.0,251.918,97
48600,250.0,246.145,99
48650,250.0,258.502,94
48700,250.0,257.203,94
48750,250.0,244.024,99
48800,250.0,255.985,94
48850,250.0,257.781,93
48900,250.0,254.062,94
48950,250.0,254.766,94
49000,250.0,241.827,99
49050,250.0,254.06,94
49100,250.0,249.38,96
49150,250.0,248.521,96
49200,250.0,256.832,93
49250,250.0,259.185,92
49300,250.0,259.473,91
49350,250.0,254.734,92
49400,250.0,245.079,96
49450,250.0,248.856,95
49500,250.0,251.712,94
49550,250.0,247.669,95
49600,250.0,248.069,95
49650,250.0,252.52,94
49700,250.0,246.986,96
49750,250.0,243.739,97
49800,250.0,246.779,96
49850,250.0,253.567,94
49900,250.0,249.233,95
49950,250.0,251.274,95
50000,250.0,253.269,94
50050,250.0,246.524,96
50100,250.0,253.88,93
50150,250.0,250.639,95
50200,250.0,241.096,98
50250,250.0,258.742,92
50300,250.0,245.513,97
50350,250.0,239.68,99
50400,250.0,245.253,98
50450,250.0,246.549,97
50500,250.0,253.488,95
50550,250.0,250.984,96
50600,250.0,250.624,96
50650,250.0,256.379,93
50700,250.0,253.25,94
50750,250.0,252.351,94
50800,250.0,252.267,94
50850,250.0,252.95,94
50900,250.0,236.129,100
50950,250.0,249.111,96
51000,250.0,238.424,100
51050,250.0,253.852,95
51100,250.0,252.994,95
51150,250.0,258.769,92
51200,250.0,257.707,92
51250,250.0,250.156,95
51300,250.0,245.995,97
51350,250.0,252.933,94
51400,250.0,246.269,97
51450,250.0,250.39,95
51500,250.0,256.164,93
51550,250.0,245.795,97
51600,250.0,254.98,93
51650,250.0,253.119,94
51700,250.0,242.878,98
51750,250.0,256.019,93
51800,250.0,253.272,93
51850,250.0,248.753,95
51900,250.0,243.738,97
51950,250.0,244.28,97
52000,250.0,247.171,96
52050,250.0,253.99,94
52100,250.0,244.313,98
52150,250.0,254.035,94
52200,250.0,243.175,98
52250,250.0,250.681,95
52300,250.0,252.197,95
52350,250.0,265.896,89
52400,250.0,239.764,99
52450,250.0,258.999,92
52500,250.0,249.484,95
52550,250.0,251.16,94
52600,250.0,249.007,95
52650,250.0,251.114,94
52700,250.0,247.163,96
52750,250.0,257.477,92
52800,250.0,244.634,97
52850,250.0,255.423,92
52900,250.0,243.401,97
52950,250.0,248.177,96
53000,250.0,242.709,98
53050,250.0,253.363,94
53100,250.0,258.631,92
53150,250.0,247.944,95
53200,250.0,247.36,96
53250,250.0,242.455,98
53300,250.0,249.259,96
53350,250.0,241.381,99
53400,250.0,247.184,97
53450,250.0,254.523,94
53500,250.0,260.042,92
53550,250.0,267.121,88
53600,250.0,243.198,97
53650,250.0,256.68,92
53700,250.0,248.249,95
